Latitude,Longitude,Parameter Name,Arithmetic Mean,Units of Measure,City Name,Local Site Name
35.385574,-119.015009,PM2.5 - Local Conditions,13.023529,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-Golden / M St
35.385574,-119.015009,PM2.5 - Local Conditions,13.023529,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-Golden / M St
35.385574,-119.015009,PM2.5 - Local Conditions,13.023529,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-Golden / M St
35.356615,-119.062613,Nitrogen dioxide (NO2),22.234948,Parts per billion,Bakersfield,Bakersfield-California
35.356615,-119.062613,Nitrogen dioxide (NO2),9.73805,Parts per billion,Bakersfield,Bakersfield-California
35.356615,-119.062613,Ozone,0.053814,Parts per million,Bakersfield,Bakersfield-California
35.356615,-119.062613,Ozone,0.04752,Parts per million,Bakersfield,Bakersfield-California
35.356615,-119.062613,Ozone,0.047619,Parts per million,Bakersfield,Bakersfield-California
35.356615,-119.062613,Ozone,0.047942,Parts per million,Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,12.94422,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,12.94422,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,12.94422,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,12.94422,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,12.94422,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,12.94422,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,12.94422,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,12.94422,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,14.135714,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,14.135714,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,14.135714,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,14.135714,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,14.135714,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,14.135714,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,14.135714,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.356615,-119.062613,PM2.5 - Local Conditions,14.135714,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-California
35.324636,-118.997627,PM2.5 - Local Conditions,15.669748,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-Airport (Planz)
35.324636,-118.997627,PM2.5 - Local Conditions,15.669748,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-Airport (Planz)
35.324636,-118.997627,PM2.5 - Local Conditions,15.669748,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-Airport (Planz)
35.324636,-118.997627,PM2.5 - Local Conditions,15.669748,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-Airport (Planz)
35.324636,-118.997627,PM2.5 - Local Conditions,15.669748,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-Airport (Planz)
35.324636,-118.997627,PM2.5 - Local Conditions,15.669748,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-Airport (Planz)
35.324636,-118.997627,PM2.5 - Local Conditions,15.669748,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-Airport (Planz)
35.324636,-118.997627,PM2.5 - Local Conditions,15.669748,Micrograms/cubic meter (LC),Bakersfield,Bakersfield-Airport (Planz)
35.642943,-117.715066,PM2.5 - Local Conditions,4.168485,Micrograms/cubic meter (LC),Ridgecrest,Ridgecrest-Ward
35.642943,-117.715066,PM2.5 - Local Conditions,4.127298,Micrograms/cubic meter (LC),Ridgecrest,Ridgecrest-Ward
35.642943,-117.715066,PM2.5 - Local Conditions,4.127298,Micrograms/cubic meter (LC),Ridgecrest,Ridgecrest-Ward
35.642943,-117.715066,PM2.5 - Local Conditions,4.127298,Micrograms/cubic meter (LC),Ridgecrest,Ridgecrest-Ward
35.642943,-117.715066,PM2.5 - Local Conditions,4.127298,Micrograms/cubic meter (LC),Ridgecrest,Ridgecrest-Ward
35.642943,-117.715066,PM2.5 - Local Conditions,4.127298,Micrograms/cubic meter (LC),Ridgecrest,Ridgecrest-Ward
35.642943,-117.715066,PM2.5 - Local Conditions,4.127298,Micrograms/cubic meter (LC),Ridgecrest,Ridgecrest-Ward
35.642943,-117.715066,PM2.5 - Local Conditions,4.127298,Micrograms/cubic meter (LC),Ridgecrest,Ridgecrest-Ward
35.642943,-117.715066,PM2.5 - Local Conditions,4.127298,Micrograms/cubic meter (LC),Ridgecrest,Ridgecrest-Ward
35.04944,-118.18893,Ozone,0.054914,Parts per million,Mojave,Mojave-Pat Avenue
35.04944,-118.18893,Ozone,0.050776,Parts per million,Mojave,Mojave-Pat Avenue
35.04944,-118.18893,Ozone,0.050776,Parts per million,Mojave,Mojave-Pat Avenue
35.04944,-118.18893,Ozone,0.05055,Parts per million,Mojave,Mojave-Pat Avenue
35.04944,-118.18893,PM2.5 - Local Conditions,4.237695,Micrograms/cubic meter (LC),Mojave,Mojave-Pat Avenue
35.04944,-118.18893,PM2.5 - Local Conditions,4.219484,Micrograms/cubic meter (LC),Mojave,Mojave-Pat Avenue
35.04944,-118.18893,PM2.5 - Local Conditions,4.219484,Micrograms/cubic meter (LC),Mojave,Mojave-Pat Avenue
35.04944,-118.18893,PM2.5 - Local Conditions,4.219484,Micrograms/cubic meter (LC),Mojave,Mojave-Pat Avenue
35.04944,-118.18893,PM2.5 - Local Conditions,4.219484,Micrograms/cubic meter (LC),Mojave,Mojave-Pat Avenue
35.04944,-118.18893,PM2.5 - Local Conditions,4.219484,Micrograms/cubic meter (LC),Mojave,Mojave-Pat Avenue
35.04944,-118.18893,PM2.5 - Local Conditions,4.219484,Micrograms/cubic meter (LC),Mojave,Mojave-Pat Avenue
35.04944,-118.18893,PM2.5 - Local Conditions,4.219484,Micrograms/cubic meter (LC),Mojave,Mojave-Pat Avenue
35.04944,-118.18893,PM2.5 - Local Conditions,4.219484,Micrograms/cubic meter (LC),Mojave,Mojave-Pat Avenue
35.438035,-119.016787,Ozone,0.055401,Parts per million,Oildale,Oildale
35.438035,-119.016787,Ozone,0.049572,Parts per million,Oildale,Oildale
35.438035,-119.016787,Ozone,0.04974,Parts per million,Oildale,Oildale
35.438035,-119.016787,Ozone,0.049871,Parts per million,Oildale,Oildale
35.331612,-118.999961,Carbon monoxide,0.247091,Parts per million,Bakersfield,Bakersfield-Muni
35.331612,-118.999961,Carbon monoxide,0.248994,Parts per million,Bakersfield,Bakersfield-Muni
35.331612,-118.999961,Nitrogen dioxide (NO2),23.807493,Parts per billion,Bakersfield,Bakersfield-Muni
35.331612,-118.999961,Nitrogen dioxide (NO2),10.761369,Parts per billion,Bakersfield,Bakersfield-Muni
35.331612,-118.999961,Ozone,0.05503,Parts per million,Bakersfield,Bakersfield-Muni
35.331612,-118.999961,Ozone,0.048143,Parts per million,Bakersfield,Bakersfield-Muni
35.331612,-118.999961,Ozone,0.048143,Parts per million,Bakersfield,Bakersfield-Muni
35.331612,-118.999961,Ozone,0.048647,Parts per million,Bakersfield,Bakersfield-Muni
35.376953,-119.043889,Nitrogen dioxide (NO2),24.721096,Parts per billion,Bakersfield,Bakersfield-Westwind
35.376953,-119.043889,Nitrogen dioxide (NO2),15.250572,Parts per billion,Bakersfield,Bakersfield-Westwind
35.23918,-118.78863,Ozone,0.059359,Parts per million,Arvin,Arvin-Di Giorgio
35.23918,-118.78863,Ozone,0.051601,Parts per million,Arvin,Arvin-Di Giorgio
35.23918,-118.78863,Ozone,0.051601,Parts per million,Arvin,Arvin-Di Giorgio
35.23918,-118.78863,Ozone,0.05164,Parts per million,Arvin,Arvin-Di Giorgio
35.503587,-119.272606,Nitrogen dioxide (NO2),14.619939,Parts per billion,Shafter,Shafter
35.503587,-119.272606,Nitrogen dioxide (NO2),6.096875,Parts per billion,Shafter,Shafter
35.503587,-119.272606,Ozone,0.052628,Parts per million,Shafter,Shafter
35.503587,-119.272606,Ozone,0.046546,Parts per million,Shafter,Shafter
35.503587,-119.272606,Ozone,0.046546,Parts per million,Shafter,Shafter
35.503587,-119.272606,Ozone,0.046706,Parts per million,Shafter,Shafter
36.102244,-119.56565,PM2.5 - Local Conditions,10.109277,Micrograms/cubic meter (LC),Corcoran,Corcoran-Patterson
36.102244,-119.56565,PM2.5 - Local Conditions,10.047207,Micrograms/cubic meter (LC),Corcoran,Corcoran-Patterson
36.102244,-119.56565,PM2.5 - Local Conditions,10.047207,Micrograms/cubic meter (LC),Corcoran,Corcoran-Patterson
36.102244,-119.56565,PM2.5 - Local Conditions,10.047207,Micrograms/cubic meter (LC),Corcoran,Corcoran-Patterson
36.102244,-119.56565,PM2.5 - Local Conditions,10.047207,Micrograms/cubic meter (LC),Corcoran,Corcoran-Patterson
36.102244,-119.56565,PM2.5 - Local Conditions,10.047207,Micrograms/cubic meter (LC),Corcoran,Corcoran-Patterson
36.102244,-119.56565,PM2.5 - Local Conditions,10.047207,Micrograms/cubic meter (LC),Corcoran,Corcoran-Patterson
36.102244,-119.56565,PM2.5 - Local Conditions,10.047207,Micrograms/cubic meter (LC),Corcoran,Corcoran-Patterson
36.102244,-119.56565,PM2.5 - Local Conditions,10.047207,Micrograms/cubic meter (LC),Corcoran,Corcoran-Patterson
36.31567,-119.643447,Nitrogen dioxide (NO2),16.252909,Parts per billion,Hanford,Hanford-Irwin
36.31567,-119.643447,Nitrogen dioxide (NO2),7.163583,Parts per billion,Hanford,Hanford-Irwin
36.31567,-119.643447,Ozone,0.051419,Parts per million,Hanford,Hanford-Irwin
36.31567,-119.643447,Ozone,0.04577,Parts per million,Hanford,Hanford-Irwin
36.31567,-119.643447,Ozone,0.04577,Parts per million,Hanford,Hanford-Irwin
36.31567,-119.643447,Ozone,0.045899,Parts per million,Hanford,Hanford-Irwin
36.31567,-119.643447,PM2.5 - Local Conditions,11.906235,Micrograms/cubic meter (LC),Hanford,Hanford-Irwin
36.31567,-119.643447,PM2.5 - Local Conditions,11.871469,Micrograms/cubic meter (LC),Hanford,Hanford-Irwin
36.31567,-119.643447,PM2.5 - Local Conditions,11.871469,Micrograms/cubic meter (LC),Hanford,Hanford-Irwin
36.31567,-119.643447,PM2.5 - Local Conditions,11.871469,Micrograms/cubic meter (LC),Hanford,Hanford-Irwin
36.31567,-119.643447,PM2.5 - Local Conditions,11.871469,Micrograms/cubic meter (LC),Hanford,Hanford-Irwin
36.31567,-119.643447,PM2.5 - Local Conditions,11.871469,Micrograms/cubic meter (LC),Hanford,Hanford-Irwin
36.31567,-119.643447,PM2.5 - Local Conditions,11.871469,Micrograms/cubic meter (LC),Hanford,Hanford-Irwin
36.31567,-119.643447,PM2.5 - Local Conditions,11.871469,Micrograms/cubic meter (LC),Hanford,Hanford-Irwin
36.31567,-119.643447,PM2.5 - Local Conditions,11.871469,Micrograms/cubic meter (LC),Hanford,Hanford-Irwin
39.01893,-122.91333,Ozone,0.039828,Parts per million,Lakeport,Lakeport-S. Main Street
39.01893,-122.91333,Ozone,0.034789,Parts per million,Lakeport,Lakeport-S. Main Street
39.01893,-122.91333,Ozone,0.034789,Parts per million,Lakeport,Lakeport-S. Main Street
39.01893,-122.91333,Ozone,0.034769,Parts per million,Lakeport,Lakeport-S. Main Street
39.01893,-122.91333,PM2.5 - Local Conditions,3.234426,Micrograms/cubic meter (LC),Lakeport,Lakeport-S. Main Street
39.01893,-122.91333,PM2.5 - Local Conditions,3.234426,Micrograms/cubic meter (LC),Lakeport,Lakeport-S. Main Street
39.01893,-122.91333,PM2.5 - Local Conditions,3.234426,Micrograms/cubic meter (LC),Lakeport,Lakeport-S. Main Street
39.01893,-122.91333,PM2.5 - Local Conditions,3.234426,Micrograms/cubic meter (LC),Lakeport,Lakeport-S. Main Street
39.01893,-122.91333,PM2.5 - Local Conditions,3.234426,Micrograms/cubic meter (LC),Lakeport,Lakeport-S. Main Street
39.01893,-122.91333,PM2.5 - Local Conditions,3.234426,Micrograms/cubic meter (LC),Lakeport,Lakeport-S. Main Street
39.01893,-122.91333,PM2.5 - Local Conditions,3.234426,Micrograms/cubic meter (LC),Lakeport,Lakeport-S. Main Street
39.01893,-122.91333,PM2.5 - Local Conditions,3.234426,Micrograms/cubic meter (LC),Lakeport,Lakeport-S. Main Street
34.14435,-117.85036,Carbon monoxide,0.282228,Parts per million,Glendora,Glendora
34.14435,-117.85036,Carbon monoxide,0.286813,Parts per million,Glendora,Glendora
34.14435,-117.85036,Nitrogen dioxide (NO2),16.4625,Parts per billion,Glendora,Glendora
34.14435,-117.85036,Nitrogen dioxide (NO2),9.103884,Parts per billion,Glendora,Glendora
34.14435,-117.85036,Ozone,0.069787,Parts per million,Glendora,Glendora
34.14435,-117.85036,Ozone,0.057104,Parts per million,Glendora,Glendora
34.14435,-117.85036,Ozone,0.057182,Parts per million,Glendora,Glendora
34.14435,-117.85036,Ozone,0.057311,Parts per million,Glendora,Glendora
34.05111,-118.45636,Nitrogen dioxide (NO2),20.066484,Parts per billion,West Los Angeles,West Los Angeles
34.05111,-118.45636,Nitrogen dioxide (NO2),9.498555,Parts per billion,West Los Angeles,West Los Angeles
34.05111,-118.45636,Ozone,0.046438,Parts per million,West Los Angeles,West Los Angeles
34.05111,-118.45636,Ozone,0.040606,Parts per million,West Los Angeles,West Los Angeles
34.05111,-118.45636,Ozone,0.040606,Parts per million,West Los Angeles,West Los Angeles
34.05111,-118.45636,Ozone,0.040598,Parts per million,West Los Angeles,West Los Angeles
34.06659,-118.22688,Carbon monoxide,0.393321,Parts per million,Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,Carbon monoxide,0.396346,Parts per million,Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,Nitrogen dioxide (NO2),29.330532,Parts per billion,Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,Nitrogen dioxide (NO2),16.492929,Parts per billion,Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,Nitrogen dioxide (NO2),28.180716,Parts per billion,Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,Nitrogen dioxide (NO2),15.513726,Parts per billion,Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,Ozone,0.051825,Parts per million,Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,Ozone,0.043595,Parts per million,Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,Ozone,0.043595,Parts per million,Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,Ozone,0.043953,Parts per million,Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.163636,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.163636,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.163636,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.163636,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.163636,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.163636,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.163636,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.163636,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,12.201133,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.018333,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.018333,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.018333,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.018333,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.018333,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.018333,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.018333,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.018333,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.512454,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.478611,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.478611,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.478611,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.478611,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.478611,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.478611,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.478611,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.06659,-118.22688,PM2.5 - Local Conditions,13.478611,Micrograms/cubic meter (LC),Los Angeles,Los Angeles-North Main Street
34.19925,-118.53276,Carbon monoxide,0.346067,Parts per million,Reseda,Reseda
34.19925,-118.53276,Carbon monoxide,0.349819,Parts per million,Reseda,Reseda
34.19925,-118.53276,Nitrogen dioxide (NO2),19.458529,Parts per billion,Reseda,Reseda
34.19925,-118.53276,Nitrogen dioxide (NO2),9.278232,Parts per billion,Reseda,Reseda
34.19925,-118.53276,Ozone,0.059251,Parts per million,Reseda,Reseda
34.19925,-118.53276,Ozone,0.051091,Parts per million,Reseda,Reseda
34.19925,-118.53276,Ozone,0.051091,Parts per million,Reseda,Reseda
34.19925,-118.53276,Ozone,0.051414,Parts per million,Reseda,Reseda
34.19925,-118.53276,PM2.5 - Local Conditions,10.108475,Micrograms/cubic meter (LC),Reseda,Reseda
34.19925,-118.53276,PM2.5 - Local Conditions,10.108475,Micrograms/cubic meter (LC),Reseda,Reseda
34.19925,-118.53276,PM2.5 - Local Conditions,10.108475,Micrograms/cubic meter (LC),Reseda,Reseda
34.19925,-118.53276,PM2.5 - Local Conditions,10.108475,Micrograms/cubic meter (LC),Reseda,Reseda
34.19925,-118.53276,PM2.5 - Local Conditions,10.108475,Micrograms/cubic meter (LC),Reseda,Reseda
34.19925,-118.53276,PM2.5 - Local Conditions,10.108475,Micrograms/cubic meter (LC),Reseda,Reseda
34.19925,-118.53276,PM2.5 - Local Conditions,10.108475,Micrograms/cubic meter (LC),Reseda,Reseda
34.19925,-118.53276,PM2.5 - Local Conditions,10.108475,Micrograms/cubic meter (LC),Reseda,Reseda
33.901389,-118.205,Carbon monoxide,0.373044,Parts per million,Compton,Compton
33.901389,-118.205,Carbon monoxide,0.375857,Parts per million,Compton,Compton
33.901389,-118.205,Nitrogen dioxide (NO2),24.28477,Parts per billion,Compton,Compton
33.901389,-118.205,Nitrogen dioxide (NO2),12.644452,Parts per billion,Compton,Compton
33.901389,-118.205,Ozone,0.048333,Parts per million,Compton,Compton
33.901389,-118.205,Ozone,0.04138,Parts per million,Compton,Compton
33.901389,-118.205,Ozone,0.04138,Parts per million,Compton,Compton
33.901389,-118.205,Ozone,0.041295,Parts per million,Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.629412,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.629412,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.629412,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.629412,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.629412,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.629412,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.629412,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.629412,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.048601,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.036283,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.036283,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.036283,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.036283,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.036283,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.036283,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.036283,Micrograms/cubic meter (LC),Compton,Compton
33.901389,-118.205,PM2.5 - Local Conditions,12.036283,Micrograms/cubic meter (LC),Compton,Compton
34.01029,-118.0685,Carbon monoxide,0.359784,Parts per million,Pico Rivera,Pico Rivera #2
34.01029,-118.0685,Carbon monoxide,0.36352,Parts per million,Pico Rivera,Pico Rivera #2
34.01029,-118.0685,Nitrogen dioxide (NO2),27.433058,Parts per billion,Pico Rivera,Pico Rivera #2
34.01029,-118.0685,Nitrogen dioxide (NO2),15.876761,Parts per billion,Pico Rivera,Pico Rivera #2
34.01029,-118.0685,Ozone,0.056825,Parts per million,Pico Rivera,Pico Rivera #2
34.01029,-118.0685,Ozone,0.04617,Parts per million,Pico Rivera,Pico Rivera #2
34.01029,-118.0685,Ozone,0.04617,Parts per million,Pico Rivera,Pico Rivera #2
34.01029,-118.0685,Ozone,0.046406,Parts per million,Pico Rivera,Pico Rivera #2
34.01029,-118.0685,PM2.5 - Local Conditions,12.610656,Micrograms/cubic meter (LC),Pico Rivera,Pico Rivera #2
34.01029,-118.0685,PM2.5 - Local Conditions,12.610656,Micrograms/cubic meter (LC),Pico Rivera,Pico Rivera #2
34.01029,-118.0685,PM2.5 - Local Conditions,12.610656,Micrograms/cubic meter (LC),Pico Rivera,Pico Rivera #2
34.01029,-118.0685,PM2.5 - Local Conditions,12.610656,Micrograms/cubic meter (LC),Pico Rivera,Pico Rivera #2
34.01029,-118.0685,PM2.5 - Local Conditions,12.610656,Micrograms/cubic meter (LC),Pico Rivera,Pico Rivera #2
34.01029,-118.0685,PM2.5 - Local Conditions,12.610656,Micrograms/cubic meter (LC),Pico Rivera,Pico Rivera #2
34.01029,-118.0685,PM2.5 - Local Conditions,12.610656,Micrograms/cubic meter (LC),Pico Rivera,Pico Rivera #2
34.01029,-118.0685,PM2.5 - Local Conditions,12.610656,Micrograms/cubic meter (LC),Pico Rivera,Pico Rivera #2
34.06703,-117.7514,Carbon monoxide,0.396489,Parts per million,Pomona,Pomona
34.06703,-117.7514,Carbon monoxide,0.401093,Parts per million,Pomona,Pomona
34.06703,-117.7514,Nitrogen dioxide (NO2),29.435097,Parts per billion,Pomona,Pomona
34.06703,-117.7514,Nitrogen dioxide (NO2),17.082737,Parts per billion,Pomona,Pomona
34.06703,-117.7514,Ozone,0.064333,Parts per million,Pomona,Pomona
34.06703,-117.7514,Ozone,0.053154,Parts per million,Pomona,Pomona
34.06703,-117.7514,Ozone,0.053154,Parts per million,Pomona,Pomona
34.06703,-117.7514,Ozone,0.053149,Parts per million,Pomona,Pomona
34.1326,-118.1272,Carbon monoxide,0.323344,Parts per million,Pasadena,Pasadena
34.1326,-118.1272,Carbon monoxide,0.327356,Parts per million,Pasadena,Pasadena
34.1326,-118.1272,Nitrogen dioxide (NO2),22.494262,Parts per billion,Pasadena,Pasadena
34.1326,-118.1272,Nitrogen dioxide (NO2),12.543706,Parts per billion,Pasadena,Pasadena
34.1326,-118.1272,Ozone,0.059981,Parts per million,Pasadena,Pasadena
34.1326,-118.1272,Ozone,0.050106,Parts per million,Pasadena,Pasadena
34.1326,-118.1272,Ozone,0.050106,Parts per million,Pasadena,Pasadena
34.1326,-118.1272,Ozone,0.050202,Parts per million,Pasadena,Pasadena
34.1326,-118.1272,PM2.5 - Local Conditions,11.820833,Micrograms/cubic meter (LC),Pasadena,Pasadena
34.1326,-118.1272,PM2.5 - Local Conditions,11.820833,Micrograms/cubic meter (LC),Pasadena,Pasadena
34.1326,-118.1272,PM2.5 - Local Conditions,11.820833,Micrograms/cubic meter (LC),Pasadena,Pasadena
