Latitude,Longitude,Parameter Name,Arithmetic Mean,Units of Measure,City Name,Local Site Name
37.687526,-121.784217,Nitrogen dioxide (NO2),19.704,Parts per billion,Livermore,Livermore
37.687526,-121.784217,Nitrogen dioxide (NO2),9.156471,Parts per billion,Livermore,Livermore
37.687526,-121.784217,Ozone,0.03412,Parts per million,Livermore,Livermore
37.687526,-121.784217,Ozone,0.02968,Parts per million,Livermore,Livermore
37.687526,-121.784217,Ozone,0.02968,Parts per million,Livermore,Livermore
37.687526,-121.784217,Ozone,0.029333,Parts per million,Livermore,Livermore
37.687526,-121.784217,PM2.5 - Local Conditions,4.742718,Micrograms/cubic meter (LC),Livermore,Livermore
37.687526,-121.784217,PM2.5 - Local Conditions,4.856,Micrograms/cubic meter (LC),Livermore,Livermore
37.687526,-121.784217,PM2.5 - Local Conditions,4.856,Micrograms/cubic meter (LC),Livermore,Livermore
37.687526,-121.784217,PM2.5 - Local Conditions,4.856,Micrograms/cubic meter (LC),Livermore,Livermore
37.687526,-121.784217,PM2.5 - Local Conditions,4.856,Micrograms/cubic meter (LC),Livermore,Livermore
37.687526,-121.784217,PM2.5 - Local Conditions,4.856,Micrograms/cubic meter (LC),Livermore,Livermore
37.687526,-121.784217,PM2.5 - Local Conditions,4.856,Micrograms/cubic meter (LC),Livermore,Livermore
37.687526,-121.784217,PM2.5 - Local Conditions,4.856,Micrograms/cubic meter (LC),Livermore,Livermore
37.687526,-121.784217,PM2.5 - Local Conditions,4.856,Micrograms/cubic meter (LC),Livermore,Livermore
37.743065,-122.169935,Carbon monoxide,0.407182,Parts per million,Oakland,Oakland
37.743065,-122.169935,Carbon monoxide,0.411734,Parts per million,Oakland,Oakland
37.743065,-122.169935,Nitrogen dioxide (NO2),19.196667,Parts per billion,Oakland,Oakland
37.743065,-122.169935,Nitrogen dioxide (NO2),9.282726,Parts per billion,Oakland,Oakland
37.743065,-122.169935,Ozone,0.033333,Parts per million,Oakland,Oakland
37.743065,-122.169935,Ozone,0.028983,Parts per million,Oakland,Oakland
37.743065,-122.169935,Ozone,0.028983,Parts per million,Oakland,Oakland
37.743065,-122.169935,Ozone,0.029,Parts per million,Oakland,Oakland
37.743065,-122.169935,PM2.5 - Local Conditions,6.179807,Micrograms/cubic meter (LC),Oakland,Oakland
37.743065,-122.169935,PM2.5 - Local Conditions,6.145682,Micrograms/cubic meter (LC),Oakland,Oakland
37.743065,-122.169935,PM2.5 - Local Conditions,6.145682,Micrograms/cubic meter (LC),Oakland,Oakland
37.743065,-122.169935,PM2.5 - Local Conditions,6.145682,Micrograms/cubic meter (LC),Oakland,Oakland
37.743065,-122.169935,PM2.5 - Local Conditions,6.145682,Micrograms/cubic meter (LC),Oakland,Oakland
37.743065,-122.169935,PM2.5 - Local Conditions,6.145682,Micrograms/cubic meter (LC),Oakland,Oakland
37.743065,-122.169935,PM2.5 - Local Conditions,6.145682,Micrograms/cubic meter (LC),Oakland,Oakland
37.743065,-122.169935,PM2.5 - Local Conditions,6.145682,Micrograms/cubic meter (LC),Oakland,Oakland
37.743065,-122.169935,PM2.5 - Local Conditions,6.145682,Micrograms/cubic meter (LC),Oakland,Oakland
37.814781,-122.282347,Carbon monoxide,0.629643,Parts per million,Oakland,Oakland West
37.814781,-122.282347,Carbon monoxide,0.632935,Parts per million,Oakland,Oakland West
37.814781,-122.282347,Nitrogen dioxide (NO2),22.41,Parts per billion,Oakland,Oakland West
37.814781,-122.282347,Nitrogen dioxide (NO2),11.36067,Parts per billion,Oakland,Oakland West
37.814781,-122.282347,Ozone,0.033817,Parts per million,Oakland,Oakland West
37.814781,-122.282347,Ozone,0.029672,Parts per million,Oakland,Oakland West
37.814781,-122.282347,Ozone,0.029672,Parts per million,Oakland,Oakland West
37.814781,-122.282347,Ozone,0.029492,Parts per million,Oakland,Oakland West
37.814781,-122.282347,PM2.5 - Local Conditions,6.383959,Micrograms/cubic meter (LC),Oakland,Oakland West
37.814781,-122.282347,PM2.5 - Local Conditions,6.351705,Micrograms/cubic meter (LC),Oakland,Oakland West
37.814781,-122.282347,PM2.5 - Local Conditions,6.351705,Micrograms/cubic meter (LC),Oakland,Oakland West
37.814781,-122.282347,PM2.5 - Local Conditions,6.351705,Micrograms/cubic meter (LC),Oakland,Oakland West
37.814781,-122.282347,PM2.5 - Local Conditions,6.351705,Micrograms/cubic meter (LC),Oakland,Oakland West
37.814781,-122.282347,PM2.5 - Local Conditions,6.351705,Micrograms/cubic meter (LC),Oakland,Oakland West
37.814781,-122.282347,PM2.5 - Local Conditions,6.351705,Micrograms/cubic meter (LC),Oakland,Oakland West
37.814781,-122.282347,PM2.5 - Local Conditions,6.351705,Micrograms/cubic meter (LC),Oakland,Oakland West
37.814781,-122.282347,PM2.5 - Local Conditions,6.351705,Micrograms/cubic meter (LC),Oakland,Oakland West
37.793624,-122.263376,Carbon monoxide,0.461426,Parts per million,Oakland,Laney College
37.793624,-122.263376,Carbon monoxide,0.46761,Parts per million,Oakland,Laney College
37.793624,-122.263376,Nitrogen dioxide (NO2),23.892593,Parts per billion,Oakland,Laney College
37.793624,-122.263376,Nitrogen dioxide (NO2),13.698379,Parts per billion,Oakland,Laney College
37.793624,-122.263376,PM2.5 - Local Conditions,7.884583,Micrograms/cubic meter (LC),Oakland,Laney College
37.793624,-122.263376,PM2.5 - Local Conditions,7.819412,Micrograms/cubic meter (LC),Oakland,Laney College
37.793624,-122.263376,PM2.5 - Local Conditions,7.819412,Micrograms/cubic meter (LC),Oakland,Laney College
37.793624,-122.263376,PM2.5 - Local Conditions,7.819412,Micrograms/cubic meter (LC),Oakland,Laney College
37.793624,-122.263376,PM2.5 - Local Conditions,7.819412,Micrograms/cubic meter (LC),Oakland,Laney College
37.793624,-122.263376,PM2.5 - Local Conditions,7.819412,Micrograms/cubic meter (LC),Oakland,Laney College
37.793624,-122.263376,PM2.5 - Local Conditions,7.819412,Micrograms/cubic meter (LC),Oakland,Laney College
37.793624,-122.263376,PM2.5 - Local Conditions,7.819412,Micrograms/cubic meter (LC),Oakland,Laney College
37.793624,-122.263376,PM2.5 - Local Conditions,7.819412,Micrograms/cubic meter (LC),Oakland,Laney College
37.701222,-121.903019,Carbon monoxide,0.451877,Parts per million,Pleasanton,Pleasanton - Owens Ct
37.701222,-121.903019,Carbon monoxide,0.456223,Parts per million,Pleasanton,Pleasanton - Owens Ct
37.701222,-121.903019,Nitrogen dioxide (NO2),20.180702,Parts per billion,Pleasanton,Pleasanton - Owens Ct
37.701222,-121.903019,Nitrogen dioxide (NO2),11.418084,Parts per billion,Pleasanton,Pleasanton - Owens Ct
37.701222,-121.903019,PM2.5 - Local Conditions,5.621166,Micrograms/cubic meter (LC),Pleasanton,Pleasanton - Owens Ct
37.701222,-121.903019,PM2.5 - Local Conditions,5.576133,Micrograms/cubic meter (LC),Pleasanton,Pleasanton - Owens Ct
37.701222,-121.903019,PM2.5 - Local Conditions,5.576133,Micrograms/cubic meter (LC),Pleasanton,Pleasanton - Owens Ct
37.701222,-121.903019,PM2.5 - Local Conditions,5.576133,Micrograms/cubic meter (LC),Pleasanton,Pleasanton - Owens Ct
37.701222,-121.903019,PM2.5 - Local Conditions,5.576133,Micrograms/cubic meter (LC),Pleasanton,Pleasanton - Owens Ct
37.701222,-121.903019,PM2.5 - Local Conditions,5.576133,Micrograms/cubic meter (LC),Pleasanton,Pleasanton - Owens Ct
37.701222,-121.903019,PM2.5 - Local Conditions,5.576133,Micrograms/cubic meter (LC),Pleasanton,Pleasanton - Owens Ct
37.701222,-121.903019,PM2.5 - Local Conditions,5.576133,Micrograms/cubic meter (LC),Pleasanton,Pleasanton - Owens Ct
37.701222,-121.903019,PM2.5 - Local Conditions,5.576133,Micrograms/cubic meter (LC),Pleasanton,Pleasanton - Owens Ct
37.68975,-121.77155,Nitrogen dioxide (NO2),16.728846,Parts per billion,Livermore,Livermore Portola
37.68975,-121.77155,Nitrogen dioxide (NO2),7.73555,Parts per billion,Livermore,Livermore Portola
37.68975,-121.77155,Ozone,0.038259,Parts per million,Livermore,Livermore Portola
37.68975,-121.77155,Ozone,0.03496,Parts per million,Livermore,Livermore Portola
37.68975,-121.77155,Ozone,0.03496,Parts per million,Livermore,Livermore Portola
37.68975,-121.77155,Ozone,0.034923,Parts per million,Livermore,Livermore Portola
37.68975,-121.77155,PM2.5 - Local Conditions,6.272191,Micrograms/cubic meter (LC),Livermore,Livermore Portola
37.68975,-121.77155,PM2.5 - Local Conditions,6.250549,Micrograms/cubic meter (LC),Livermore,Livermore Portola
37.68975,-121.77155,PM2.5 - Local Conditions,6.250549,Micrograms/cubic meter (LC),Livermore,Livermore Portola
37.68975,-121.77155,PM2.5 - Local Conditions,6.250549,Micrograms/cubic meter (LC),Livermore,Livermore Portola
37.68975,-121.77155,PM2.5 - Local Conditions,6.250549,Micrograms/cubic meter (LC),Livermore,Livermore Portola
37.68975,-121.77155,PM2.5 - Local Conditions,6.250549,Micrograms/cubic meter (LC),Livermore,Livermore Portola
37.68975,-121.77155,PM2.5 - Local Conditions,6.250549,Micrograms/cubic meter (LC),Livermore,Livermore Portola
37.68975,-121.77155,PM2.5 - Local Conditions,6.250549,Micrograms/cubic meter (LC),Livermore,Livermore Portola
37.68975,-121.77155,PM2.5 - Local Conditions,6.250549,Micrograms/cubic meter (LC),Livermore,Livermore Portola
37.654456,-122.031547,Ozone,0.036155,Parts per million,Hayward,Hayward
37.654456,-122.031547,Ozone,0.0335,Parts per million,Hayward,Hayward
37.654456,-122.031547,Ozone,0.0335,Parts per million,Hayward,Hayward
37.654456,-122.031547,Ozone,0.033,Parts per million,Hayward,Hayward
38.342606,-120.764426,Ozone,0.049457,Parts per million,Jackson,Jackson-Clinton Road
38.342606,-120.764426,Ozone,0.043828,Parts per million,Jackson,Jackson-Clinton Road
38.342606,-120.764426,Ozone,0.043828,Parts per million,Jackson,Jackson-Clinton Road
38.342606,-120.764426,Ozone,0.043812,Parts per million,Jackson,Jackson-Clinton Road
39.76168,-121.84047,Carbon monoxide,0.219293,Parts per million,Chico,Chico-East Avenue
39.76168,-121.84047,Carbon monoxide,0.220773,Parts per million,Chico,Chico-East Avenue
39.76168,-121.84047,Nitrogen dioxide (NO2),10.853846,Parts per billion,Chico,Chico-East Avenue
39.76168,-121.84047,Nitrogen dioxide (NO2),4.35105,Parts per billion,Chico,Chico-East Avenue
39.76168,-121.84047,Ozone,0.04737,Parts per million,Chico,Chico-East Avenue
39.76168,-121.84047,Ozone,0.042637,Parts per million,Chico,Chico-East Avenue
39.76168,-121.84047,Ozone,0.042637,Parts per million,Chico,Chico-East Avenue
39.76168,-121.84047,Ozone,0.042626,Parts per million,Chico,Chico-East Avenue
39.76168,-121.84047,PM2.5 - Local Conditions,6.989775,Micrograms/cubic meter (LC),Chico,Chico-East Avenue
39.76168,-121.84047,PM2.5 - Local Conditions,6.929462,Micrograms/cubic meter (LC),Chico,Chico-East Avenue
39.76168,-121.84047,PM2.5 - Local Conditions,6.929462,Micrograms/cubic meter (LC),Chico,Chico-East Avenue
39.76168,-121.84047,PM2.5 - Local Conditions,6.929462,Micrograms/cubic meter (LC),Chico,Chico-East Avenue
39.76168,-121.84047,PM2.5 - Local Conditions,6.929462,Micrograms/cubic meter (LC),Chico,Chico-East Avenue
39.76168,-121.84047,PM2.5 - Local Conditions,6.929462,Micrograms/cubic meter (LC),Chico,Chico-East Avenue
39.76168,-121.84047,PM2.5 - Local Conditions,6.929462,Micrograms/cubic meter (LC),Chico,Chico-East Avenue
39.76168,-121.84047,PM2.5 - Local Conditions,6.929462,Micrograms/cubic meter (LC),Chico,Chico-East Avenue
39.76168,-121.84047,PM2.5 - Local Conditions,6.929462,Micrograms/cubic meter (LC),Chico,Chico-East Avenue
39.75786,-121.60791,Ozone,0.047256,Parts per million,Paradise,Paradise-Clark
39.75786,-121.60791,Ozone,0.043565,Parts per million,Paradise,Paradise-Clark
39.75786,-121.60791,Ozone,0.043565,Parts per million,Paradise,Paradise-Clark
39.75786,-121.60791,Ozone,0.043226,Parts per million,Paradise,Paradise-Clark
38.20185,-120.680277,Ozone,0.048746,Parts per million,San Andreas,San Andreas-Gold Strike Road
38.20185,-120.680277,Ozone,0.043639,Parts per million,San Andreas,San Andreas-Gold Strike Road
38.20185,-120.680277,Ozone,0.043639,Parts per million,San Andreas,San Andreas-Gold Strike Road
38.20185,-120.680277,Ozone,0.043831,Parts per million,San Andreas,San Andreas-Gold Strike Road
38.20185,-120.680277,PM2.5 - Local Conditions,5.524844,Micrograms/cubic meter (LC),San Andreas,San Andreas-Gold Strike Road
38.20185,-120.680277,PM2.5 - Local Conditions,5.478632,Micrograms/cubic meter (LC),San Andreas,San Andreas-Gold Strike Road
38.20185,-120.680277,PM2.5 - Local Conditions,5.478632,Micrograms/cubic meter (LC),San Andreas,San Andreas-Gold Strike Road
38.20185,-120.680277,PM2.5 - Local Conditions,5.478632,Micrograms/cubic meter (LC),San Andreas,San Andreas-Gold Strike Road
38.20185,-120.680277,PM2.5 - Local Conditions,5.478632,Micrograms/cubic meter (LC),San Andreas,San Andreas-Gold Strike Road
38.20185,-120.680277,PM2.5 - Local Conditions,5.478632,Micrograms/cubic meter (LC),San Andreas,San Andreas-Gold Strike Road
38.20185,-120.680277,PM2.5 - Local Conditions,5.478632,Micrograms/cubic meter (LC),San Andreas,San Andreas-Gold Strike Road
38.20185,-120.680277,PM2.5 - Local Conditions,5.478632,Micrograms/cubic meter (LC),San Andreas,San Andreas-Gold Strike Road
38.20185,-120.680277,PM2.5 - Local Conditions,5.478632,Micrograms/cubic meter (LC),San Andreas,San Andreas-Gold Strike Road
39.021221,-122.281803,PM2.5 - Local Conditions,10.775256,Micrograms/cubic meter (LC),Cortina Indian Rancheria,Cortina Indian Rancheria
39.021221,-122.281803,PM2.5 - Local Conditions,10.775256,Micrograms/cubic meter (LC),Cortina Indian Rancheria,Cortina Indian Rancheria
39.021221,-122.281803,PM2.5 - Local Conditions,10.738068,Micrograms/cubic meter (LC),Cortina Indian Rancheria,Cortina Indian Rancheria
39.021221,-122.281803,PM2.5 - Local Conditions,10.738068,Micrograms/cubic meter (LC),Cortina Indian Rancheria,Cortina Indian Rancheria
39.021221,-122.281803,PM2.5 - Local Conditions,10.738068,Micrograms/cubic meter (LC),Cortina Indian Rancheria,Cortina Indian Rancheria
39.021221,-122.281803,PM2.5 - Local Conditions,10.738068,Micrograms/cubic meter (LC),Cortina Indian Rancheria,Cortina Indian Rancheria
39.021221,-122.281803,PM2.5 - Local Conditions,10.738068,Micrograms/cubic meter (LC),Cortina Indian Rancheria,Cortina Indian Rancheria
39.021221,-122.281803,PM2.5 - Local Conditions,10.738068,Micrograms/cubic meter (LC),Cortina Indian Rancheria,Cortina Indian Rancheria
39.021221,-122.281803,PM2.5 - Local Conditions,10.738068,Micrograms/cubic meter (LC),Cortina Indian Rancheria,Cortina Indian Rancheria
39.021221,-122.281803,PM2.5 - Local Conditions,10.738068,Micrograms/cubic meter (LC),Cortina Indian Rancheria,Cortina Indian Rancheria
39.18919,-121.99887,Ozone,0.046838,Parts per million,Colusa,Colusa-Sunrise Blvd
39.18919,-121.99887,Ozone,0.0415,Parts per million,Colusa,Colusa-Sunrise Blvd
39.18919,-121.99887,Ozone,0.0415,Parts per million,Colusa,Colusa-Sunrise Blvd
39.18919,-121.99887,Ozone,0.041759,Parts per million,Colusa,Colusa-Sunrise Blvd
39.18919,-121.99887,PM2.5 - Local Conditions,6.067074,Micrograms/cubic meter (LC),Colusa,Colusa-Sunrise Blvd
39.18919,-121.99887,PM2.5 - Local Conditions,6.002793,Micrograms/cubic meter (LC),Colusa,Colusa-Sunrise Blvd
39.18919,-121.99887,PM2.5 - Local Conditions,6.002793,Micrograms/cubic meter (LC),Colusa,Colusa-Sunrise Blvd
39.18919,-121.99887,PM2.5 - Local Conditions,6.002793,Micrograms/cubic meter (LC),Colusa,Colusa-Sunrise Blvd
39.18919,-121.99887,PM2.5 - Local Conditions,6.002793,Micrograms/cubic meter (LC),Colusa,Colusa-Sunrise Blvd
39.18919,-121.99887,PM2.5 - Local Conditions,6.002793,Micrograms/cubic meter (LC),Colusa,Colusa-Sunrise Blvd
39.18919,-121.99887,PM2.5 - Local Conditions,6.002793,Micrograms/cubic meter (LC),Colusa,Colusa-Sunrise Blvd
39.18919,-121.99887,PM2.5 - Local Conditions,6.002793,Micrograms/cubic meter (LC),Colusa,Colusa-Sunrise Blvd
39.18919,-121.99887,PM2.5 - Local Conditions,6.002793,Micrograms/cubic meter (LC),Colusa,Colusa-Sunrise Blvd
37.936013,-122.026154,Carbon monoxide,0.276964,Parts per million,Concord,Concord
37.936013,-122.026154,Carbon monoxide,0.277517,Parts per million,Concord,Concord
37.936013,-122.026154,Nitrogen dioxide (NO2),12.837255,Parts per billion,Concord,Concord
37.936013,-122.026154,Nitrogen dioxide (NO2),6.521464,Parts per billion,Concord,Concord
37.936013,-122.026154,Ozone,0.036143,Parts per million,Concord,Concord
37.936013,-122.026154,Ozone,0.031982,Parts per million,Concord,Concord
37.936013,-122.026154,Ozone,0.031982,Parts per million,Concord,Concord
37.936013,-122.026154,Ozone,0.031909,Parts per million,Concord,Concord
37.936013,-122.026154,PM2.5 - Local Conditions,3.944989,Micrograms/cubic meter (LC),Concord,Concord
37.936013,-122.026154,PM2.5 - Local Conditions,3.930205,Micrograms/cubic meter (LC),Concord,Concord
37.936013,-122.026154,PM2.5 - Local Conditions,3.930205,Micrograms/cubic meter (LC),Concord,Concord
37.936013,-122.026154,PM2.5 - Local Conditions,3.930205,Micrograms/cubic meter (LC),Concord,Concord
37.936013,-122.026154,PM2.5 - Local Conditions,3.930205,Micrograms/cubic meter (LC),Concord,Concord
37.936013,-122.026154,PM2.5 - Local Conditions,3.930205,Micrograms/cubic meter (LC),Concord,Concord
37.936013,-122.026154,PM2.5 - Local Conditions,3.930205,Micrograms/cubic meter (LC),Concord,Concord
37.936013,-122.026154,PM2.5 - Local Conditions,3.930205,Micrograms/cubic meter (LC),Concord,Concord
37.936013,-122.026154,PM2.5 - Local Conditions,3.930205,Micrograms/cubic meter (LC),Concord,Concord
38.006311,-121.641918,Carbon monoxide,0.270153,Parts per million,Bethel Island,Bethel Island
38.006311,-121.641918,Carbon monoxide,0.272576,Parts per million,Bethel Island,Bethel Island
38.006311,-121.641918,Nitrogen dioxide (NO2),9.110909,Parts per billion,Bethel Island,Bethel Island
38.006311,-121.641918,Nitrogen dioxide (NO2),4.1636,Parts per billion,Bethel Island,Bethel Island
38.006311,-121.641918,Ozone,0.032196,Parts per million,Bethel Island,Bethel Island
38.006311,-121.641918,Ozone,0.028278,Parts per million,Bethel Island,Bethel Island
38.006311,-121.641918,Ozone,0.028278,Parts per million,Bethel Island,Bethel Island
38.006311,-121.641918,Ozone,0.028222,Parts per million,Bethel Island,Bethel Island
37.9604,-122.356811,Carbon monoxide,0.391852,Parts per million,San Pablo,San Pablo
37.9604,-122.356811,Carbon monoxide,0.395933,Parts per million,San Pablo,San Pablo
37.9604,-122.356811,Nitrogen dioxide (NO2),16.372414,Parts per billion,San Pablo,San Pablo
37.9604,-122.356811,Nitrogen dioxide (NO2),7.370177,Parts per billion,San Pablo,San Pablo
37.9604,-122.356811,Ozone,0.037828,Parts per million,San Pablo,San Pablo
37.9604,-122.356811,Ozone,0.033328,Parts per million,San Pablo,San Pablo
37.9604,-122.356811,Ozone,0.033328,Parts per million,San Pablo,San Pablo
37.9604,-122.356811,Ozone,0.033105,Parts per million,San Pablo,San Pablo
37.9604,-122.356811,PM2.5 - Local Conditions,9.809678,Micrograms/cubic meter (LC),San Pablo,San Pablo
37.9604,-122.356811,PM2.5 - Local Conditions,9.763977,Micrograms/cubic meter (LC),San Pablo,San Pablo
37.9604,-122.356811,PM2.5 - Local Conditions,9.763977,Micrograms/cubic meter (LC),San Pablo,San Pablo
37.9604,-122.356811,PM2.5 - Local Conditions,9.763977,Micrograms/cubic meter (LC),San Pablo,San Pablo
37.9604,-122.356811,PM2.5 - Local Conditions,9.763977,Micrograms/cubic meter (LC),San Pablo,San Pablo
37.9604,-122.356811,PM2.5 - Local Conditions,9.763977,Micrograms/cubic meter (LC),San Pablo,San Pablo
37.9604,-122.356811,PM2.5 - Local Conditions,9.763977,Micrograms/cubic meter (LC),San Pablo,San Pablo
37.9604,-122.356811,PM2.5 - Local Conditions,9.763977,Micrograms/cubic meter (LC),San Pablo,San Pablo
37.9604,-122.356811,PM2.5 - Local Conditions,9.763977,Micrograms/cubic meter (LC),San Pablo,San Pablo
37.743649,-121.934188,Nitrogen dioxide (NO2),15.171186,Parts per billion,San Ramon,San Ramon
37.743649,-121.934188,Nitrogen dioxide (NO2),6.289688,Parts per billion,San Ramon,San Ramon
37.743649,-121.934188,Ozone,0.035644,Parts per million,San Ramon,San Ramon
37.743649,-121.934188,Ozone,0.031281,Parts per million,San Ramon,San Ramon
37.743649,-121.934188,Ozone,0.031281,Parts per million,San Ramon,San Ramon
37.743649,-121.934188,Ozone,0.031379,Parts per million,San Ramon,San Ramon
38.73196,-120.81162,Ozone,0.048049,Parts per million,Placerville,PLACERVILLE- CANAL STREET
38.73196,-120.81162,Ozone,0.043488,Parts per million,Placerville,PLACERVILLE- CANAL STREET
38.73196,-120.81162,Ozone,0.043488,Parts per million,Placerville,PLACERVILLE- CANAL STREET
38.73196,-120.81162,Ozone,0.043351,Parts per million,Placerville,PLACERVILLE- CANAL STREET
36.78538,-119.77321,Carbon monoxide,0.289612,Parts per million,Fresno,Fresno - Garland
36.78538,-119.77321,Carbon monoxide,0.293602,Parts per million,Fresno,Fresno - Garland
36.78538,-119.77321,Nitrogen dioxide (NO2),15.655096,Parts per billion,Fresno,Fresno - Garland
36.78538,-119.77321,Nitrogen dioxide (NO2),7.132034,Parts per billion,Fresno,Fresno - Garland
36.78538,-119.77321,Ozone,0.04666,Parts per million,Fresno,Fresno - Garland
36.78538,-119.77321,Ozone,0.040983,Parts per million,Fresno,Fresno - Garland
36.78538,-119.77321,Ozone,0.040983,Parts per million,Fresno,Fresno - Garland
36.78538,-119.77321,Ozone,0.040977,Parts per million,Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.885366,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.885366,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.885366,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.885366,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.885366,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.885366,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.885366,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.885366,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.251344,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.221788,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.221788,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.221788,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.221788,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.221788,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.221788,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.221788,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.78538,-119.77321,PM2.5 - Local Conditions,10.221788,Micrograms/cubic meter (LC),Fresno,Fresno - Garland
36.841592,-119.874739,Nitrogen dioxide (NO2),11.624286,Parts per billion,Fresno,Fresno-Sky Park
36.841592,-119.874739,Nitrogen dioxide (NO2),5.626224,Parts per billion,Fresno,Fresno-Sky Park
36.841592,-119.874739,Ozone,0.051286,Parts per million,Fresno,Fresno-Sky Park
36.841592,-119.874739,Ozone,0.045085,Parts per million,Fresno,Fresno-Sky Park
36.841592,-119.874739,Ozone,0.045181,Parts per million,Fresno,Fresno-Sky Park
36.841592,-119.874739,Ozone,0.045643,Parts per million,Fresno,Fresno-Sky Park
36.710833,-119.7775,Carbon monoxide,0.356675,Parts per million,Fresno,Fresno-Foundry
36.710833,-119.7775,Carbon monoxide,0.355369,Parts per million,Fresno,Fresno-Foundry
36.710833,-119.7775,Nitrogen dioxide (NO2),27.211648,Parts per billion,Fresno,Fresno-Foundry
36.710833,-119.7775,Nitrogen dioxide (NO2),16.242171,Parts per billion,Fresno,Fresno-Foundry
36.710833,-119.7775,PM2.5 - Local Conditions,13.31601,Micrograms/cubic meter (LC),Fresno,Fresno-Foundry
36.710833,-119.7775,PM2.5 - Local Conditions,13.243103,Micrograms/cubic meter (LC),Fresno,Fresno-Foundry
36.710833,-119.7775,PM2.5 - Local Conditions,13.243103,Micrograms/cubic meter (LC),Fresno,Fresno-Foundry
36.710833,-119.7775,PM2.5 - Local Conditions,13.243103,Micrograms/cubic meter (LC),Fresno,Fresno-Foundry
36.710833,-119.7775,PM2.5 - Local Conditions,13.243103,Micrograms/cubic meter (LC),Fresno,Fresno-Foundry
36.710833,-119.7775,PM2.5 - Local Conditions,13.316046,Micrograms/cubic meter (LC),Fresno,Fresno-Foundry
36.710833,-119.7775,PM2.5 - Local Conditions,13.316046,Micrograms/cubic meter (LC),Fresno,Fresno-Foundry
36.710833,-119.7775,PM2.5 - Local Conditions,13.243103,Micrograms/cubic meter (LC),Fresno,Fresno-Foundry
36.710833,-119.7775,PM2.5 - Local Conditions,13.243103,Micrograms/cubic meter (LC),Fresno,Fresno-Foundry
36.597442,-119.503659,Nitrogen dioxide (NO2),11.003911,Parts per billion,Parlier,Parlier
36.597442,-119.503659,Nitrogen dioxide (NO2),5.610074,Parts per billion,Parlier,Parlier
36.597442,-119.503659,Ozone,0.055885,Parts per million,Parlier,Parlier
36.597442,-119.503659,Ozone,0.04852,Parts per million,Parlier,Parlier
36.597442,-119.503659,Ozone,0.048605,Parts per million,Parlier,Parlier
36.597442,-119.503659,Ozone,0.049138,Parts per million,Parlier,Parlier
36.819449,-119.716433,Carbon monoxide,0.254642,Parts per million,Clovis,Clovis-Villa
36.819449,-119.716433,Carbon monoxide,0.257766,Parts per million,Clovis,Clovis-Villa
36.819449,-119.716433,Nitrogen dioxide (NO2),14.572626,Parts per billion,Clovis,Clovis-Villa
36.819449,-119.716433,Nitrogen dioxide (NO2),6.902672,Parts per billion,Clovis,Clovis-Villa
36.819449,-119.716433,Ozone,0.054621,Parts per million,Clovis,Clovis-Villa
36.819449,-119.716433,Ozone,0.047729,Parts per million,Clovis,Clovis-Villa
36.819449,-119.716433,Ozone,0.047898,Parts per million,Clovis,Clovis-Villa
36.819449,-119.716433,Ozone,0.048107,Parts per million,Clovis,Clovis-Villa
36.819449,-119.716433,PM2.5 - Local Conditions,10.710563,Micrograms/cubic meter (LC),Clovis,Clovis-Villa
36.819449,-119.716433,PM2.5 - Local Conditions,10.685596,Micrograms/cubic meter (LC),Clovis,Clovis-Villa
36.819449,-119.716433,PM2.5 - Local Conditions,10.685596,Micrograms/cubic meter (LC),Clovis,Clovis-Villa
