Latitude,Longitude,Parameter Name,Arithmetic Mean,Units of Measure,Local Site Name,Address,City Name,County Name
37.68975,-121.77155,Formaldehyde,3.326667,Parts per billion Carbon,Livermore Portola,2451 Portola Ave,Livermore,Alameda
37.68975,-121.77155,Acetaldehyde,1.706667,Parts per billion Carbon,Livermore Portola,2451 Portola Ave,Livermore,Alameda
37.68975,-121.77155,Propionaldehyde,0.406667,Parts per billion Carbon,Livermore Portola,2451 Portola Ave,Livermore,Alameda
37.68975,-121.77155,Butyraldehyde,0.158233,Parts per billion Carbon,Livermore Portola,2451 Portola Ave,Livermore,Alameda
37.68975,-121.77155,Hexanaldehyde,0.056522,Parts per billion Carbon,Livermore Portola,2451 Portola Ave,Livermore,Alameda
37.68975,-121.77155,Valeraldehyde,0.116667,Parts per billion Carbon,Livermore Portola,2451 Portola Ave,Livermore,Alameda
37.68975,-121.77155,Crotonaldehyde,0.006667,Parts per billion Carbon,Livermore Portola,2451 Portola Ave,Livermore,Alameda
37.68975,-121.77155,Acetone,3.25,Parts per billion Carbon,Livermore Portola,2451 Portola Ave,Livermore,Alameda
37.68975,-121.77155,Methyl ethyl ketone,0.186667,Parts per billion Carbon,Livermore Portola,2451 Portola Ave,Livermore,Alameda
37.68975,-121.77155,Benzaldehyde,0.196667,Parts per billion Carbon,Livermore Portola,2451 Portola Ave,Livermore,Alameda
38.342606,-120.764426,Ozone,0.048417,Parts per million,Jackson-Clinton Road," 201 CLINTON ROAD, JACKSON, CA 95642",Jackson,Amador
38.342606,-120.764426,Wind Speed - Scalar,2.08487,Knots,Jackson-Clinton Road," 201 CLINTON ROAD, JACKSON, CA 95642",Jackson,Amador
38.342606,-120.764426,Wind Speed - Resultant,1.793436,Knots,Jackson-Clinton Road," 201 CLINTON ROAD, JACKSON, CA 95642",Jackson,Amador
38.342606,-120.764426,Wind Direction - Resultant,162.871123,Degrees Compass,Jackson-Clinton Road," 201 CLINTON ROAD, JACKSON, CA 95642",Jackson,Amador
38.342606,-120.764426,Outdoor Temperature,57.987875,Degrees Fahrenheit,Jackson-Clinton Road," 201 CLINTON ROAD, JACKSON, CA 95642",Jackson,Amador
38.342606,-120.764426,Virtual Temperature,57.877226,Degrees Fahrenheit,Jackson-Clinton Road," 201 CLINTON ROAD, JACKSON, CA 95642",Jackson,Amador
38.342606,-120.764426,Relative Humidity ,63.459543,Percent relative humidity,Jackson-Clinton Road," 201 CLINTON ROAD, JACKSON, CA 95642",Jackson,Amador
38.690662,-120.072754,Wind Speed - Scalar,3.641262,Knots,Kirkwood,"Loop Road, Kirkwood, CA",,Amador
38.690662,-120.072754,Wind Speed - Resultant,2.657906,Knots,Kirkwood,"Loop Road, Kirkwood, CA",,Amador
38.690662,-120.072754,Wind Direction - Resultant,185.964332,Degrees Compass,Kirkwood,"Loop Road, Kirkwood, CA",,Amador
38.690662,-120.072754,Peak Wind Gust,11.75705,Knots,Kirkwood,"Loop Road, Kirkwood, CA",,Amador
38.690662,-120.072754,Std Dev Hz Wind Direction,39.581114,Degrees Compass,Kirkwood,"Loop Road, Kirkwood, CA",,Amador
38.690662,-120.072754,Outdoor Temperature,38.197744,Degrees Fahrenheit,Kirkwood,"Loop Road, Kirkwood, CA",,Amador
39.76168,-121.84047,Carbon monoxide,0.327148,Parts per million,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Nitric oxide (NO),1.874833,Parts per billion,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Nitrogen dioxide (NO2),10.020435,Parts per billion,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Oxides of nitrogen (NOx),6.383821,Parts per billion,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,"1,3-Butadiene",0.13913,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Acrolein - Unverified,0.734348,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Acetone,10.213043,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Acetonitrile,0.317391,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Acrylonitrile,0.5,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Dichloromethane,0.108696,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Chloroform,0.004348,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Carbon tetrachloride,0.1,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Trichlorofluoromethane,0.2,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Methyl chloroform,0.0,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Tetrachloroethylene,0.0,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Bromomethane,0.0,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,"1,1,2-Trichloro-1,2,2-trifluoroethane",0.1,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Dichlorodifluoromethane,0.495652,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Trichloroethylene,0.02,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,"trans-1,3-Dichloropropene",0.15,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,"cis-1,3-Dichloropropene",0.15,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Ozone,0.045573,Parts per million,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,m/p Xylene,0.83913,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Benzene,0.730435,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Toluene,1.082609,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Ethylbenzene,0.8,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,o-Xylene,0.4,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Styrene,0.4,Parts per billion Carbon,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Wind Speed - Scalar,3.059432,Knots,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Wind Speed - Resultant,2.730826,Knots,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Wind Direction - Resultant,183.932587,Degrees Compass,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Outdoor Temperature,66.249965,Degrees Fahrenheit,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Virtual Temperature,64.212803,Degrees Fahrenheit,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Relative Humidity ,53.462212,Percent relative humidity,Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,PM10 Total 0-10um STP,19.637937,Micrograms/cubic meter (25 C),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,PM10 - LC,19.761745,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,PM2.5 - Local Conditions,8.157616,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Antimony PM2.5 LC,0.020511,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Arsenic PM2.5 LC,0.001,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Aluminum PM2.5 LC,0.139213,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Barium PM2.5 LC,0.003681,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Bromine PM2.5 LC,0.002319,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Calcium PM2.5 LC,0.050383,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Chromium PM2.5 LC,0.002106,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Cobalt PM2.5 LC,0.002,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Copper PM2.5 LC,0.007213,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Chlorine PM2.5 LC,0.109021,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Iron PM2.5 LC,0.081255,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Lead PM2.5 LC,0.002383,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Manganese PM2.5 LC,0.002362,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Molybdenum PM2.5 LC,0.003,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Nickel PM2.5 LC,0.003979,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Mercury PM2.5 LC,0.002,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Phosphorus PM2.5 LC,0.005894,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Selenium PM2.5 LC,0.001,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Tin PM2.5 LC,0.022277,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Titanium PM2.5 LC,0.006489,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Vanadium PM2.5 LC,0.002,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Silicon PM2.5 LC,0.170872,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Zinc PM2.5 LC,0.008894,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Strontium PM2.5 LC,0.002191,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Sulfur PM2.5 LC,0.219745,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Rubidium PM2.5 LC,0.001,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Potassium PM2.5 LC,0.095957,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Yttrium PM2.5 LC,0.002,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Ammonium Ion PM2.5 LC,0.135532,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Sodium Ion Pm2.5 LC,0.158723,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Potassium Ion PM2.5 LC,0.063191,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Total Nitrate PM2.5 LC,0.407447,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,OC CSN_Rev Unadjusted PM2.5 LC TOT,3.085957,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,EC CSN_Rev Unadjusted PM2.5 LC TOT,0.245106,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,OC CSN_Rev Unadjusted PM2.5 LC TOR,2.945532,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,OC1 CSN_Rev Unadjusted PM2.5 LC,0.299149,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,OC2 CSN_Rev Unadjusted PM2.5 LC,0.691702,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,OC3 CSN_Rev Unadjusted PM2.5 LC,0.995106,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,OC4 CSN_Rev Unadjusted PM2.5 LC,0.460638,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,OP CSN_Rev Unadjusted PM2.5 LC TOR,0.491277,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,EC CSN_Rev Unadjusted PM2.5 LC TOR,0.398085,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,EC1 CSN_Rev Unadjusted PM2.5 LC,0.802979,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,EC2 CSN_Rev Unadjusted PM2.5 LC,0.081064,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,EC3 CSN_Rev Unadjusted PM2.5 LC,0.05,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,OP CSN_Rev Unadjusted PM2.5 LC TOT,0.650213,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Levoglucosan PM2.5 LC,0.385714,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Mannosan PM2.5 LC,0.0385,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Galactosan PM2.5 LC,0.026667,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Sulfate PM2.5 LC,0.557021,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.76168,-121.84047,Acceptable PM2.5 AQI & Speciation Mass,7.586364,Micrograms/cubic meter (LC),Chico-East Avenue,"984 East Avenue, Chico",Chico,Butte
39.75786,-121.60791,Ozone,0.048495,Parts per million,Paradise-Clark,"5921 Clark Rd, Paradise, CA 95969",Paradise,Butte
39.75786,-121.60791,Outdoor Temperature,61.831073,Degrees Fahrenheit,Paradise-Clark,"5921 Clark Rd, Paradise, CA 95969",Paradise,Butte
39.75786,-121.60791,Relative Humidity ,49.705466,Percent relative humidity,Paradise-Clark,"5921 Clark Rd, Paradise, CA 95969",Paradise,Butte
39.75786,-121.60791,Acceptable PM2.5 AQI & Speciation Mass,4.608929,Micrograms/cubic meter (LC),Paradise-Clark,"5921 Clark Rd, Paradise, CA 95969",Paradise,Butte
39.327563,-121.668811,Wind Speed - Scalar,3.922384,Knots,"TRAFFIC, RURAL PAVED ROAD","608 COWEE AVE, GRIDLEY",,Butte
39.327563,-121.668811,Wind Speed - Resultant,3.676397,Knots,"TRAFFIC, RURAL PAVED ROAD","608 COWEE AVE, GRIDLEY",,Butte
39.327563,-121.668811,Wind Direction - Resultant,192.67919,Degrees Compass,"TRAFFIC, RURAL PAVED ROAD","608 COWEE AVE, GRIDLEY",,Butte
39.327563,-121.668811,Outdoor Temperature,62.062852,Degrees Fahrenheit,"TRAFFIC, RURAL PAVED ROAD","608 COWEE AVE, GRIDLEY",,Butte
39.327563,-121.668811,Virtual Temperature,62.84446,Degrees Fahrenheit,"TRAFFIC, RURAL PAVED ROAD","608 COWEE AVE, GRIDLEY",,Butte
39.327563,-121.668811,Relative Humidity ,63.074966,Percent relative humidity,"TRAFFIC, RURAL PAVED ROAD","608 COWEE AVE, GRIDLEY",,Butte
39.327563,-121.668811,Acceptable PM2.5 AQI & Speciation Mass,6.301782,Micrograms/cubic meter (LC),"TRAFFIC, RURAL PAVED ROAD","608 COWEE AVE, GRIDLEY",,Butte
38.20185,-120.680277,Ozone,0.048314,Parts per million,San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",San Andreas,Calaveras
38.20185,-120.680277,Wind Speed - Scalar,2.814558,Knots,San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",San Andreas,Calaveras
38.20185,-120.680277,Wind Speed - Resultant,2.486747,Knots,San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",San Andreas,Calaveras
38.20185,-120.680277,Wind Direction - Resultant,199.389157,Degrees Compass,San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",San Andreas,Calaveras
38.20185,-120.680277,Outdoor Temperature,57.250732,Degrees Fahrenheit,San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",San Andreas,Calaveras
38.20185,-120.680277,Virtual Temperature,58.99739,Degrees Fahrenheit,San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",San Andreas,Calaveras
38.20185,-120.680277,Relative Humidity ,66.362492,Percent relative humidity,San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",San Andreas,Calaveras
38.20185,-120.680277,PM10 Total 0-10um STP,13.922444,Micrograms/cubic meter (25 C),San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",San Andreas,Calaveras
38.20185,-120.680277,PM10 - LC,13.799424,Micrograms/cubic meter (LC),San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",San Andreas,Calaveras
38.20185,-120.680277,PM2.5 - Local Conditions,5.577042,Micrograms/cubic meter (LC),San Andreas-Gold Strike Road,"501 GOLD STRIKE ROAD, SAN ANDREAS",San Andreas,Calaveras
39.021221,-122.281803,PM2.5 - Local Conditions,3.193625,Micrograms/cubic meter (LC),Cortina Indian Rancheria,"CORTINA INDIAN RANCHERIA, SPRING VALLEY RD, WILLIAMS",Cortina Indian Rancheria,Colusa
39.18919,-121.99887,Ozone,0.044489,Parts per million,Colusa-Sunrise Blvd,"100 SUNRISE BLVD., COLUSA",Colusa,Colusa
39.18919,-121.99887,Wind Speed - Scalar,2.687209,Knots,Colusa-Sunrise Blvd,"100 SUNRISE BLVD., COLUSA",Colusa,Colusa
39.18919,-121.99887,Wind Speed - Resultant,2.509688,Knots,Colusa-Sunrise Blvd,"100 SUNRISE BLVD., COLUSA",Colusa,Colusa
39.18919,-121.99887,Wind Direction - Resultant,172.383916,Degrees Compass,Colusa-Sunrise Blvd,"100 SUNRISE BLVD., COLUSA",Colusa,Colusa
39.18919,-121.99887,Outdoor Temperature,64.683282,Degrees Fahrenheit,Colusa-Sunrise Blvd,"100 SUNRISE BLVD., COLUSA",Colusa,Colusa
39.18919,-121.99887,Virtual Temperature,63.774588,Degrees Fahrenheit,Colusa-Sunrise Blvd,"100 SUNRISE BLVD., COLUSA",Colusa,Colusa
39.18919,-121.99887,Relative Humidity ,58.084474,Percent relative humidity,Colusa-Sunrise Blvd,"100 SUNRISE BLVD., COLUSA",Colusa,Colusa
39.18919,-121.99887,PM10 Total 0-10um STP,19.986054,Micrograms/cubic meter (25 C),Colusa-Sunrise Blvd,"100 SUNRISE BLVD., COLUSA",Colusa,Colusa
39.18919,-121.99887,PM10 - LC,20.114669,Micrograms/cubic meter (LC),Colusa-Sunrise Blvd,"100 SUNRISE BLVD., COLUSA",Colusa,Colusa
39.18919,-121.99887,PM2.5 - Local Conditions,5.608979,Micrograms/cubic meter (LC),Colusa-Sunrise Blvd,"100 SUNRISE BLVD., COLUSA",Colusa,Colusa
41.560952,-124.083964,Light Absorption Coeffiecient,0.0067,Inverse 100 Megameters,Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,PM10 - LC,5.610737,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,PM10-2.5 - Local Conditions,3.089474,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Arsenic PM2.5 LC,0.0,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Aluminum PM2.5 LC,0.001,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Bromine PM2.5 LC,0.001474,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Calcium PM2.5 LC,0.013053,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Chromium PM2.5 LC,0.0,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Copper PM2.5 LC,0.0,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Chlorine PM2.5 LC,0.351,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Iron PM2.5 LC,0.003263,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Lead PM2.5 LC,0.000316,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Manganese PM2.5 LC,0.000105,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Nickel PM2.5 LC,0.0,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Magnesium PM2.5 LC,0.023316,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Phosphorus PM2.5 LC,0.000158,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Selenium PM2.5 LC,0.0,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Titanium PM2.5 LC,0.000105,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Vanadium PM2.5 LC,0.0,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Silicon PM2.5 LC,0.008684,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Zinc PM2.5 LC,0.001211,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Strontium PM2.5 LC,0.000158,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Sulfur PM2.5 LC,0.046737,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Rubidium PM2.5 LC,0.0,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Potassium PM2.5 LC,0.026316,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Sodium PM2.5 LC,0.232421,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Zirconium PM2.5 LC,0.000316,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Chloride PM2.5 LC,0.466258,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,Total Nitrate PM2.5 LC,0.076421,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,OC PM2.5 LC TOR,0.613158,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,EC PM2.5 LC TOR,0.081579,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,OC1 PM2.5 LC,0.007474,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,OC2 PM2.5 LC,0.107737,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,OC3 PM2.5 LC,0.269895,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
41.560952,-124.083964,OC4 PM2.5 LC,0.174684,Micrograms/cubic meter (LC),Redwood NP,"N OF KLAMATH RIVER, REDWOOD NP",Redwood National Park,Del Norte
